Account,Expected Sign,Accounts.Account Title,AccountControl.Account Title,Classification,Narration,,,,,,,,,,
830/014,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/015,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/016,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/017,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/018,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/019,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/020,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/021,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/022,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/023,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/024,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/025,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/026,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/027,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/028,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/029,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/030,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/031,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/032,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/033,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/034,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/035,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/036,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/037,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/038,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/039,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/040,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/041,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/042,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/043,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/044,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/045,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/046,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/047,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/048,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/049,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/050,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/122,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/000,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/001,Dr,Shares in Other Company 1 - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/002,Dr,Shares in Other Company 2 - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/003,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/004,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/005,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/006,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/007,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/008,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/009,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/010,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/011,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/012,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/013,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/014,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/015,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/016,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/017,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/018,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/019,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/020,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/021,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/022,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/023,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/024,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/025,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/026,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/027,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/028,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/029,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/030,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/031,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/032,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/033,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/034,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/035,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/036,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/037,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/038,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/039,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/040,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/041,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/042,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/043,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/044,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/045,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/046,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/047,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/048,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/049,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
831/050,Dr,Shares in Other Companies - at Cost,Shares in Other Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
832/000,Dr,Shares in Listed Related Companies - at Cost,Shares in Listed Related Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
832/001,Dr,Shares in Listed Related Company 1 - at Cost,Shares in Listed Related Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
832/002,Dr,Shares in Listed Related Company 2 - at Cost,Shares in Listed Related Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
833/000,Dr,Shares in Unlisted Related Companies - at Cost,Shares in Unlisted Related Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
833/001,Dr,Shares in Unlisted Related Company 1 - at Cost,Shares in Unlisted Related Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
833/002,Dr,Shares in Unlisted Related Company 2 - at Cost,Shares in Unlisted Related Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
834/000,Dr,Shares in co-operatives,Shares in co-operatives,Non Current Assets,Other Shares ,,,,,,,,,,
834/001,Dr,Affco,Shares in co-operatives,Non Current Assets,Other Shares ,,,,,,,,,,
834/002,Dr,Alliance,Shares in co-operatives,Non Current Assets,Other Shares ,,,,,,,,,,
834/003,Dr,[Spare],Shares in co-operatives,Non Current Assets,Other Shares ,,,,,,,,,,
834/004,Dr,[Spare],Shares in co-operatives,Non Current Assets,Other Shares ,,,,,,,,,,
834/010,Dr,Fonterra,Shares in co-operatives,Non Current Assets,Other Shares ,,,,,,,,,,
834/011,Dr,Dairy co-op,Shares in co-operatives,Non Current Assets,Other Shares ,,,,,,,,,,
834/012,Dr,[Spare],Shares in co-operatives,Non Current Assets,Other Shares ,,,,,,,,,,
834/020,Dr,Balance,Shares in co-operatives,Non Current Assets,Other Shares ,,,,,,,,,,
834/021,Dr,Ravensdown,Shares in co-operatives,Non Current Assets,Other Shares ,,,,,,,,,,
834/022,Dr,[Spare],Shares in co-operatives,Non Current Assets,Other Shares ,,,,,,,,,,
834/030,Dr,CRT,Shares in co-operatives,Non Current Assets,Other Shares ,,,,,,,,,,
834/031,Dr,Farmlands,Shares in co-operatives,Non Current Assets,Other Shares ,,,,,,,,,,
834/032,Dr,[Spare],Shares in co-operatives,Non Current Assets,Other Shares ,,,,,,,,,,
835/000,Dr,Australian Shares,Australian Shares,Non Current Assets,Other Shares ,,,,,,,,,,
835/001,Dr,Australian Compnay 1 Shares,Australian Shares,Non Current Assets,Other Shares ,,,,,,,,,,
835/002,Dr,Australian Company 2Shares,Australian Shares,Non Current Assets,Other Shares ,,,,,,,,,,
836/000,Dr,Other Overseas Shares,Other Overseas Shares,Non Current Assets,Other Shares ,,,,,,,,,,
836/001,Dr,Other Overseas Company 1 Shares,Other Overseas Shares,Non Current Assets,Other Shares ,,,,,,,,,,
836/002,Dr,Other Overseas Company 2 Shares,Other Overseas Shares,Non Current Assets,Other Shares ,,,,,,,,,,
837,Dr,Unit Trust,Unit Trust,Non Current Assets,Other Shares ,,,,,,,,,,
838/000,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/001,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/002,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/003,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/004,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/005,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/006,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/007,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/008,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/009,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/010,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/011,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/012,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/013,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/014,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/015,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/016,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/017,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/018,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/019,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/020,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/021,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/022,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/023,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/024,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/025,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/026,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/027,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/028,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/029,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
838/030,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
